Stock_Y,Stock_X,Correlation,Sign
MPHASIS.NS,INDIACEM.NS,0.8329,positive
LT.NS,BOSCHLTD.NS,0.8328,positive
IEX.NS,MOTHERSON.NS,0.8328,positive
SRF.NS,MANAPPURAM.NS,0.8328,positive
ONGC.NS,GRANULES.NS,0.8327,positive
BIOCON.NS,SHRIRAMFIN.NS,0.8326,positive
DLF.NS,POWERGRID.NS,0.8326,positive
OBEROIRLTY.NS,BEL.NS,0.8325,positive
EXIDEIND.NS,SIEMENS.NS,0.8325,positive
SBIN.NS,OBEROIRLTY.NS,0.8325,positive
IEX.NS,PETRONET.NS,0.8324,positive
MARICO.NS,SHRIRAMFIN.NS,0.8324,positive
ICICIGI.NS,JINDALSTEL.NS,0.8323,positive
ASHOKLEY.NS,TRENT.NS,0.8322,positive
DRREDDY.NS,ICICIGI.NS,0.8322,positive
BANKBARODA.NS,BPCL.NS,0.8321,positive
BIOCON.NS,INDIGO.NS,0.8321,positive
JSWSTEEL.NS,INDUSTOWER.NS,0.8321,positive
BIOCON.NS,OBEROIRLTY.NS,0.832,positive
TATACONSUM.NS,GODREJCP.NS,0.832,positive
INDIGO.NS,TRENT.NS,0.832,positive
AUROPHARMA.NS,ADANIPORTS.NS,0.8319,positive
APOLLOHOSP.NS,BAJAJ-AUTO.NS,0.8319,positive
TATACONSUM.NS,COALINDIA.NS,0.8318,positive
DRREDDY.NS,GRANULES.NS,0.8318,positive
LALPATHLAB.NS,GLENMARK.NS,0.8318,positive
BALRAMCHIN.NS,SHRIRAMFIN.NS,0.8317,positive
BIOCON.NS,MUTHOOTFIN.NS,0.8317,positive
ICICIGI.NS,PERSISTENT.NS,0.8317,positive
UBL.NS,BAJAJ-AUTO.NS,0.8316,positive
LICI.NS,MGL.NS,0.8316,positive
PIDILITIND.NS,BEL.NS,0.8315,positive
TCS.NS,DEEPAKNTR.NS,0.8315,positive
JUBLFOOD.NS,TECHM.NS,0.8315,positive
APOLLOHOSP.NS,NTPC.NS,0.8314,positive
EICHERMOT.NS,MANAPPURAM.NS,0.8313,positive
MARICO.NS,VEDL.NS,0.8313,positive
MPHASIS.NS,TECHM.NS,0.8312,positive
NTPC.NS,SHRIRAMFIN.NS,0.8312,positive
INFY.NS,TRENT.NS,0.8311,positive
METROPOLIS.NS,BHARATFORG.NS,0.831,positive
LALPATHLAB.NS,IEX.NS,0.831,positive
ICICIPRULI.NS,ICICIGI.NS,0.8309,positive
BANKBARODA.NS,TATASTEEL.NS,0.8308,positive
TCS.NS,COLPAL.NS,0.8308,positive
TVSMOTOR.NS,CUMMINSIND.NS,0.8307,positive
FEDERALBNK.NS,HCLTECH.NS,0.8307,positive
PNB.NS,RECLTD.NS,0.8307,positive
MOTHERSON.NS,VEDL.NS,0.8305,positive
PIDILITIND.NS,UBL.NS,0.8305,positive
INDIACEM.NS,NAUKRI.NS,0.8304,positive
INFY.NS,NAUKRI.NS,0.8304,positive
AMBUJACEM.NS,JINDALSTEL.NS,0.8303,positive
BIOCON.NS,POWERGRID.NS,0.8303,positive
JUBLFOOD.NS,PERSISTENT.NS,0.8301,positive
MRF.NS,LICI.NS,0.8301,positive
PETRONET.NS,BHARTIARTL.NS,0.83,positive
EICHERMOT.NS,POWERGRID.NS,0.8299,positive
BALRAMCHIN.NS,INDIACEM.NS,0.8298,positive
METROPOLIS.NS,TATAPOWER.NS,0.8298,positive
JINDALSTEL.NS,TVSMOTOR.NS,0.8297,positive
JINDALSTEL.NS,HEROMOTOCO.NS,0.8293,positive
NMDC.NS,BPCL.NS,0.8291,positive
BRITANNIA.NS,MGL.NS,0.8291,positive
COLPAL.NS,OFSS.NS,0.8291,positive
HAVELLS.NS,TRENT.NS,0.8291,positive
HCLTECH.NS,TVSMOTOR.NS,0.8291,positive
HCLTECH.NS,VOLTAS.NS,0.8291,positive
DRREDDY.NS,ONGC.NS,0.829,positive
GODREJCP.NS,GUJGASLTD.NS,0.829,positive
RELIANCE.NS,INTELLECT.NS,0.829,positive
PAGEIND.NS,LAURUSLABS.NS,0.829,positive
JSWSTEEL.NS,CHOLAFIN.NS,0.8289,positive
GRASIM.NS,OBEROIRLTY.NS,0.8289,positive
ICICIGI.NS,MGL.NS,0.8289,positive
HINDPETRO.NS,RECLTD.NS,0.8288,positive
AMBUJACEM.NS,BAJAJ-AUTO.NS,0.8287,positive
LT.NS,LICI.NS,0.8287,positive
BOSCHLTD.NS,SHRIRAMFIN.NS,0.8286,positive
EICHERMOT.NS,TRENT.NS,0.8286,positive
POLYCAB.NS,MOTHERSON.NS,0.8285,positive
BHARATFORG.NS,CUMMINSIND.NS,0.8284,positive
CIPLA.NS,NAUKRI.NS,0.8284,positive
INDIACEM.NS,TRENT.NS,0.8284,positive
UBL.NS,FEDERALBNK.NS,0.8282,positive
ICICIGI.NS,TATAPOWER.NS,0.8281,positive
MARUTI.NS,ONGC.NS,0.8281,positive
SUNTV.NS,RECLTD.NS,0.8281,positive
AXISBANK.NS,BHEL.NS,0.8278,positive
UBL.NS,BPCL.NS,0.8277,positive
INDUSTOWER.NS,NATIONALUM.NS,0.8277,positive
OBEROIRLTY.NS,TVSMOTOR.NS,0.8276,positive
PERSISTENT.NS,BEL.NS,0.8275,positive
HINDALCO.NS,SUNPHARMA.NS,0.8275,positive
MARUTI.NS,GAIL.NS,0.8274,positive
ICICIBANK.NS,TRENT.NS,0.8274,positive
TECHM.NS,SHRIRAMFIN.NS,0.8274,positive
BHARATFORG.NS,COLPAL.NS,0.8273,positive
PAGEIND.NS,FEDERALBNK.NS,0.8272,positive
AMBUJACEM.NS,SBIN.NS,0.827,positive
BPCL.NS,NATIONALUM.NS,0.827,positive
JINDALSTEL.NS,HINDCOPPER.NS,0.827,positive
BAJAJFINSV.NS,CHOLAFIN.NS,0.8269,positive
PAGEIND.NS,BALRAMCHIN.NS,0.8269,positive
COALINDIA.NS,INDUSTOWER.NS,0.8268,positive
GRASIM.NS,MUTHOOTFIN.NS,0.8267,positive
JINDALSTEL.NS,INDIGO.NS,0.8267,positive
JINDALSTEL.NS,ASHOKLEY.NS,0.8266,positive
GRASIM.NS,BHEL.NS,0.8266,positive
NTPC.NS,GRANULES.NS,0.8266,positive
LT.NS,BAJAJ-AUTO.NS,0.8265,positive
ESCORTS.NS,MOTHERSON.NS,0.8265,positive
HINDUNILVR.NS,DABUR.NS,0.8264,positive
HINDALCO.NS,EICHERMOT.NS,0.8264,positive
COLPAL.NS,ADANIPORTS.NS,0.8263,positive
LT.NS,ONGC.NS,0.8263,positive
PAGEIND.NS,MARICO.NS,0.8263,positive
PIDILITIND.NS,NAUKRI.NS,0.8263,positive
GAIL.NS,BEL.NS,0.826,positive
POLYCAB.NS,VOLTAS.NS,0.8258,positive
SHRIRAMFIN.NS,VOLTAS.NS,0.8258,positive
ASHOKLEY.NS,CUMMINSIND.NS,0.8257,positive
MUTHOOTFIN.NS,INDUSTOWER.NS,0.8257,positive
POWERGRID.NS,BHARTIARTL.NS,0.8256,positive
SHRIRAMFIN.NS,NATIONALUM.NS,0.8256,positive
TATACONSUM.NS,AMBUJACEM.NS,0.8255,positive
PETRONET.NS,BHEL.NS,0.8255,positive
MANAPPURAM.NS,MUTHOOTFIN.NS,0.8255,positive
ONGC.NS,MOTHERSON.NS,0.8254,positive
WIPRO.NS,OFSS.NS,0.8253,positive
PIDILITIND.NS,GLENMARK.NS,0.8252,positive
HAVELLS.NS,OFSS.NS,0.8252,positive
UBL.NS,BOSCHLTD.NS,0.8251,positive
GRANULES.NS,RECLTD.NS,0.825,positive
AMBUJACEM.NS,BHARATFORG.NS,0.8247,positive
GRASIM.NS,PERSISTENT.NS,0.8247,positive
TATASTEEL.NS,PNB.NS,0.8247,positive
BANKBARODA.NS,IRCTC.NS,0.8245,positive
LT.NS,BPCL.NS,0.8245,positive
CUB.NS,GRASIM.NS,0.8245,positive
HAVELLS.NS,ICICIGI.NS,0.8245,positive
ULTRACEMCO.NS,AUROPHARMA.NS,0.8244,positive
SBIN.NS,FEDERALBNK.NS,0.8244,positive
GUJGASLTD.NS,CONCOR.NS,0.8243,positive
SBIN.NS,EICHERMOT.NS,0.8243,positive
SBIN.NS,LICI.NS,0.8243,positive
TATAPOWER.NS,MOTHERSON.NS,0.8243,positive
TECHM.NS,PETRONET.NS,0.8243,positive
CIPLA.NS,BHARTIARTL.NS,0.8242,positive
CHOLAFIN.NS,BHARTIARTL.NS,0.8241,positive
PIDILITIND.NS,COALINDIA.NS,0.8241,positive
PETRONET.NS,INDIGO.NS,0.8241,positive
CUB.NS,LAURUSLABS.NS,0.824,positive
ICICIBANK.NS,BIOCON.NS,0.8239,positive
RELIANCE.NS,TATAMOTORS.NS,0.8239,positive
M&M.NS,MOTHERSON.NS,0.8238,positive
BIOCON.NS,HINDPETRO.NS,0.8237,positive
HINDALCO.NS,LUPIN.NS,0.8236,positive
BALKRISIND.NS,BHARATFORG.NS,0.8235,positive
MRF.NS,DLF.NS,0.8235,positive
GAIL.NS,GRANULES.NS,0.8235,positive
HAVELLS.NS,HINDALCO.NS,0.8234,positive
UBL.NS,NATIONALUM.NS,0.8234,positive
ICICIGI.NS,EICHERMOT.NS,0.8233,positive
MARICO.NS,GRASIM.NS,0.8233,positive
HINDALCO.NS,NAUKRI.NS,0.8231,positive
GODREJCP.NS,AUROPHARMA.NS,0.823,positive
HAVELLS.NS,ONGC.NS,0.823,positive
APOLLOHOSP.NS,WIPRO.NS,0.8229,positive
TATACONSUM.NS,LICI.NS,0.8229,positive
ONGC.NS,TVSMOTOR.NS,0.8229,positive
JINDALSTEL.NS,AUROPHARMA.NS,0.8227,positive
TCS.NS,LTTS.NS,0.8227,positive
SBIN.NS,LUPIN.NS,0.8227,positive
CIPLA.NS,BEL.NS,0.8225,positive
JSWSTEEL.NS,TRENT.NS,0.8225,positive
TECHM.NS,VOLTAS.NS,0.8224,positive
JSWSTEEL.NS,PERSISTENT.NS,0.8223,positive
TECHM.NS,MUTHOOTFIN.NS,0.8222,positive
BIOCON.NS,DIVISLAB.NS,0.8221,positive
HINDALCO.NS,BHARTIARTL.NS,0.822,positive
HINDPETRO.NS,BHEL.NS,0.822,positive
RECLTD.NS,TRENT.NS,0.8219,positive
ONGC.NS,TORNTPHARM.NS,0.8218,positive
ACC.NS,AMBUJACEM.NS,0.8217,positive
GUJGASLTD.NS,IRCTC.NS,0.8217,positive
IRCTC.NS,HEROMOTOCO.NS,0.8216,positive
JINDALSTEL.NS,TORNTPHARM.NS,0.8216,positive
UBL.NS,TATAPOWER.NS,0.8215,positive
FEDERALBNK.NS,BOSCHLTD.NS,0.8214,positive
MARUTI.NS,BPCL.NS,0.8214,positive
CIPLA.NS,IOC.NS,0.8214,positive
HAVELLS.NS,RECLTD.NS,0.8214,positive
BHARATFORG.NS,COALINDIA.NS,0.8213,positive
IEX.NS,BPCL.NS,0.8213,positive
UBL.NS,ASHOKLEY.NS,0.8211,positive
TVSMOTOR.NS,NATIONALUM.NS,0.8211,positive
AMBUJACEM.NS,MGL.NS,0.821,positive
BIOCON.NS,MOTHERSON.NS,0.821,positive
CUB.NS,PERSISTENT.NS,0.821,positive
INFY.NS,INDIACEM.NS,0.821,positive
JSWSTEEL.NS,BIOCON.NS,0.8209,positive
JUBLFOOD.NS,COFORGE.NS,0.8209,positive
CUB.NS,SHRIRAMFIN.NS,0.8209,positive
UBL.NS,OFSS.NS,0.8209,positive
GRASIM.NS,EXIDEIND.NS,0.8207,positive
RELIANCE.NS,GUJGASLTD.NS,0.8207,positive
UPL.NS,NAVINFLUOR.NS,0.8206,positive
CUB.NS,NAUKRI.NS,0.8205,positive
JSWSTEEL.NS,ASHOKLEY.NS,0.8204,positive
ICICIPRULI.NS,INDIACEM.NS,0.8204,positive
BIOCON.NS,TVSMOTOR.NS,0.8203,positive
BEL.NS,OFSS.NS,0.8202,positive
COLPAL.NS,BHEL.NS,0.8202,positive
SAIL.NS,TATAMOTORS.NS,0.8202,positive
TATACONSUM.NS,BHEL.NS,0.8201,positive
DRREDDY.NS,PETRONET.NS,0.8199,positive
ULTRACEMCO.NS,DIVISLAB.NS,0.8197,positive
MPHASIS.NS,GRANULES.NS,0.8196,positive
INFY.NS,LUPIN.NS,0.8196,positive
ULTRACEMCO.NS,BAJAJ-AUTO.NS,0.8193,positive
GRANULES.NS,VEDL.NS,0.8192,positive
LT.NS,IOC.NS,0.8192,positive
BPCL.NS,VOLTAS.NS,0.8191,positive
UBL.NS,VOLTAS.NS,0.8191,positive
ADANIPORTS.NS,MOTHERSON.NS,0.819,positive
IOC.NS,HINDPETRO.NS,0.819,positive
SAIL.NS,HEROMOTOCO.NS,0.8189,positive
HEROMOTOCO.NS,PNB.NS,0.8186,positive
AUROPHARMA.NS,BHEL.NS,0.8185,positive
BHARATFORG.NS,LICI.NS,0.8185,positive
BOSCHLTD.NS,IOC.NS,0.8185,positive
JINDALSTEL.NS,SAIL.NS,0.8185,positive
PIDILITIND.NS,NATIONALUM.NS,0.8184,positive
GRASIM.NS,RECLTD.NS,0.8183,positive
MOTHERSON.NS,RECLTD.NS,0.8183,positive
NAUKRI.NS,CUMMINSIND.NS,0.8181,positive
LICI.NS,EXIDEIND.NS,0.8181,positive
POLYCAB.NS,EXIDEIND.NS,0.8181,positive
PETRONET.NS,INDHOTEL.NS,0.8181,positive
LT.NS,HINDPETRO.NS,0.818,positive
TCS.NS,MPHASIS.NS,0.818,positive
WIPRO.NS,BIOCON.NS,0.8179,positive
LALPATHLAB.NS,ICICIGI.NS,0.8179,positive
SBIN.NS,SHRIRAMFIN.NS,0.8178,positive
WIPRO.NS,COFORGE.NS,0.8177,positive
OBEROIRLTY.NS,CUMMINSIND.NS,0.8177,positive
MARICO.NS,INDUSTOWER.NS,0.8177,positive
ULTRACEMCO.NS,VOLTAS.NS,0.8176,positive
UBL.NS,CUMMINSIND.NS,0.8175,positive
UBL.NS,OBEROIRLTY.NS,0.8174,positive
TATASTEEL.NS,IOC.NS,0.8173,positive
PIDILITIND.NS,SHRIRAMFIN.NS,0.8173,positive
BHARATFORG.NS,ADANIPORTS.NS,0.8171,positive
GRANULES.NS,NATIONALUM.NS,0.817,positive
ICICIGI.NS,OBEROIRLTY.NS,0.817,positive
INDHOTEL.NS,INDUSTOWER.NS,0.817,positive
JINDALSTEL.NS,NMDC.NS,0.817,positive
MRF.NS,ADANIPORTS.NS,0.8169,positive
SBIN.NS,NMDC.NS,0.8169,positive
POLYCAB.NS,TRENT.NS,0.8169,positive
APOLLOHOSP.NS,GAIL.NS,0.8168,positive
CIPLA.NS,VEDL.NS,0.8167,positive
HAVELLS.NS,COALINDIA.NS,0.8167,positive
CUMMINSIND.NS,GLENMARK.NS,0.8166,positive
NAUKRI.NS,MOTHERSON.NS,0.8166,positive
HAVELLS.NS,GRASIM.NS,0.8165,positive
JINDALSTEL.NS,OBEROIRLTY.NS,0.8165,positive
ICICIGI.NS,ADANIPORTS.NS,0.8164,positive
FEDERALBNK.NS,VOLTAS.NS,0.8164,positive
JSWSTEEL.NS,HINDPETRO.NS,0.8164,positive
MARUTI.NS,CUMMINSIND.NS,0.8163,positive
DABUR.NS,IGL.NS,0.8163,positive
SUNPHARMA.NS,MUTHOOTFIN.NS,0.816,positive
PIDILITIND.NS,ASHOKLEY.NS,0.8158,positive
METROPOLIS.NS,COALINDIA.NS,0.8158,positive
MARUTI.NS,GRASIM.NS,0.8158,positive
TORNTPHARM.NS,MOTHERSON.NS,0.8158,positive
UBL.NS,AUROPHARMA.NS,0.8157,positive
ITC.NS,ICICIPRULI.NS,0.8157,positive
HAVELLS.NS,SIEMENS.NS,0.8156,positive
TATASTEEL.NS,HEROMOTOCO.NS,0.8154,positive
ONGC.NS,TRENT.NS,0.8154,positive
DRREDDY.NS,MOTHERSON.NS,0.8153,positive
IEX.NS,NTPC.NS,0.8152,positive
SBIN.NS,BHARTIARTL.NS,0.8149,positive
HDFCBANK.NS,ICICIBANK.NS,0.8149,positive
CIPLA.NS,HEROMOTOCO.NS,0.8148,positive
SBILIFE.NS,BPCL.NS,0.8147,positive
BPCL.NS,MOTHERSON.NS,0.8145,positive
CIPLA.NS,INDIGO.NS,0.8144,positive
IEX.NS,GAIL.NS,0.8144,positive
MARUTI.NS,SBIN.NS,0.8144,positive
GRANULES.NS,BPCL.NS,0.8143,positive
NAUKRI.NS,BAJAJ-AUTO.NS,0.8141,positive
PNB.NS,BPCL.NS,0.8141,positive
PIDILITIND.NS,APOLLOHOSP.NS,0.8139,positive
SBIN.NS,ASHOKLEY.NS,0.8139,positive
ASHOKLEY.NS,MUTHOOTFIN.NS,0.8138,positive
MANAPPURAM.NS,BHARTIARTL.NS,0.8137,positive
EXIDEIND.NS,OFSS.NS,0.8137,positive
METROPOLIS.NS,ICICIGI.NS,0.8137,positive
DEEPAKNTR.NS,SIEMENS.NS,0.8136,positive
BANKBARODA.NS,HEROMOTOCO.NS,0.8135,positive
LICI.NS,BOSCHLTD.NS,0.8135,positive
TECHM.NS,TVSMOTOR.NS,0.8135,positive
PIDILITIND.NS,AMBUJACEM.NS,0.8133,positive
ADANIPORTS.NS,BEL.NS,0.8132,positive
RELIANCE.NS,BHEL.NS,0.8132,positive
BANKBARODA.NS,POWERGRID.NS,0.8131,positive
SBIN.NS,BIOCON.NS,0.8131,positive
SHRIRAMFIN.NS,GRANULES.NS,0.8131,positive
SBIN.NS,IOC.NS,0.813,positive
MARUTI.NS,BAJAJ-AUTO.NS,0.8129,positive
LICI.NS,COLPAL.NS,0.8129,positive
BAJAJ-AUTO.NS,GLENMARK.NS,0.8128,positive
UPL.NS,SBICARD.NS,0.8128,positive
AXISBANK.NS,GAIL.NS,0.8127,positive
IEX.NS,BALRAMCHIN.NS,0.8127,positive
BRITANNIA.NS,MOTHERSON.NS,0.8127,positive
HINDALCO.NS,OBEROIRLTY.NS,0.8127,positive
INDIGO.NS,PERSISTENT.NS,0.8127,positive
TCS.NS,RECLTD.NS,0.8127,positive
PIDILITIND.NS,INDIGO.NS,0.8126,positive
TATACONSUM.NS,PNB.NS,0.8125,positive
MARICO.NS,BALRAMCHIN.NS,0.8124,positive
ICICIGI.NS,COALINDIA.NS,0.8122,positive
ICICIGI.NS,INDHOTEL.NS,0.8119,positive
ICICIPRULI.NS,TRENT.NS,0.8118,positive
TATACONSUM.NS,ONGC.NS,0.8118,positive
LALPATHLAB.NS,BALRAMCHIN.NS,0.8117,positive
BIOCON.NS,JINDALSTEL.NS,0.8117,positive
MARUTI.NS,UBL.NS,0.8117,positive
TATAPOWER.NS,TORNTPHARM.NS,0.8117,positive
JSWSTEEL.NS,APOLLOHOSP.NS,0.8116,positive
SUNTV.NS,MOTHERSON.NS,0.8116,positive
TATASTEEL.NS,NTPC.NS,0.8115,positive
ULTRACEMCO.NS,CUMMINSIND.NS,0.8114,positive
DEEPAKNTR.NS,COLPAL.NS,0.8113,positive
GAIL.NS,LUPIN.NS,0.8113,positive
EICHERMOT.NS,NATIONALUM.NS,0.8112,positive
ICICIPRULI.NS,VOLTAS.NS,0.8111,positive
MARICO.NS,TORNTPHARM.NS,0.8111,positive
APOLLOHOSP.NS,CUB.NS,0.811,positive
EICHERMOT.NS,PETRONET.NS,0.811,positive
JSWSTEEL.NS,NATIONALUM.NS,0.811,positive
DLF.NS,CUMMINSIND.NS,0.8108,positive
SBIN.NS,GLENMARK.NS,0.8108,positive
GODREJCP.NS,RECLTD.NS,0.8108,positive
HDFCBANK.NS,LAURUSLABS.NS,0.8107,positive
APOLLOHOSP.NS,BIOCON.NS,0.8106,positive
CUB.NS,INDHOTEL.NS,0.8106,positive
ULTRACEMCO.NS,JINDALSTEL.NS,0.8106,positive
BPCL.NS,BHARTIARTL.NS,0.8105,positive
DRREDDY.NS,BOSCHLTD.NS,0.8105,positive
RELIANCE.NS,IRCTC.NS,0.8105,positive
MARUTI.NS,POWERGRID.NS,0.8105,positive
CIPLA.NS,HAVELLS.NS,0.8104,positive
CIPLA.NS,HCLTECH.NS,0.8103,positive
CHOLAFIN.NS,ICICIBANK.NS,0.8102,positive
ONGC.NS,VOLTAS.NS,0.8102,positive
GAIL.NS,VEDL.NS,0.8101,positive
MFSL.NS,INDIGO.NS,0.8101,positive
IEX.NS,MUTHOOTFIN.NS,0.81,positive
APOLLOHOSP.NS,DIVISLAB.NS,0.8099,positive
ASHOKLEY.NS,POWERGRID.NS,0.8099,positive
DRREDDY.NS,AUROPHARMA.NS,0.8099,positive
CUB.NS,GLENMARK.NS,0.8099,positive
BHARATFORG.NS,HINDCOPPER.NS,0.8098,positive
TATAMOTORS.NS,BHEL.NS,0.8098,positive
DRREDDY.NS,GAIL.NS,0.8098,positive
DRREDDY.NS,CIPLA.NS,0.8096,positive
TATASTEEL.NS,BPCL.NS,0.8095,positive
JINDALSTEL.NS,SUNPHARMA.NS,0.8095,positive
KOTAKBANK.NS,SBICARD.NS,0.8095,positive
HCLTECH.NS,PETRONET.NS,0.8094,positive
FEDERALBNK.NS,MFSL.NS,0.8092,positive
GRASIM.NS,TECHM.NS,0.8092,positive
BAJAJ-AUTO.NS,VEDL.NS,0.8091,positive
FEDERALBNK.NS,LAURUSLABS.NS,0.8091,positive
HINDALCO.NS,ONGC.NS,0.8091,positive
JSWSTEEL.NS,ICICIGI.NS,0.8091,positive
IDFCFIRSTB.NS,INDUSINDBK.NS,0.8091,positive
AXISBANK.NS,BHARATFORG.NS,0.809,positive
BHARTIARTL.NS,OFSS.NS,0.809,positive
BPCL.NS,VEDL.NS,0.809,positive
NMDC.NS,BAJAJ-AUTO.NS,0.8089,positive
MARUTI.NS,BHEL.NS,0.8088,positive
DLF.NS,TATAMOTORS.NS,0.8088,positive
BIOCON.NS,CUMMINSIND.NS,0.8086,positive
CIPLA.NS,MGL.NS,0.8085,positive
ICICIGI.NS,INDIACEM.NS,0.8085,positive
ASHOKLEY.NS,DIVISLAB.NS,0.8084,positive
HAVELLS.NS,MGL.NS,0.8084,positive
MARUTI.NS,TATASTEEL.NS,0.8083,positive
MARUTI.NS,TVSMOTOR.NS,0.8083,positive
SBILIFE.NS,SHRIRAMFIN.NS,0.8083,positive
APOLLOHOSP.NS,TATAPOWER.NS,0.8082,positive
MARICO.NS,ULTRACEMCO.NS,0.8082,positive
JINDALSTEL.NS,BHARATFORG.NS,0.8081,positive
INFY.NS,VOLTAS.NS,0.8081,positive
LT.NS,TVSMOTOR.NS,0.8081,positive
MFSL.NS,MUTHOOTFIN.NS,0.8081,positive
JSWSTEEL.NS,CUB.NS,0.808,positive
LT.NS,HINDCOPPER.NS,0.808,positive
AXISBANK.NS,GODREJCP.NS,0.8079,positive
TCS.NS,SIEMENS.NS,0.8078,positive
IEX.NS,DIVISLAB.NS,0.8077,positive
ICICIBANK.NS,SBIN.NS,0.8077,positive
MARICO.NS,TVSMOTOR.NS,0.8077,positive
TATAMOTORS.NS,COALINDIA.NS,0.8076,positive
BANKBARODA.NS,CUMMINSIND.NS,0.8075,positive
MARUTI.NS,COALINDIA.NS,0.8075,positive
MANAPPURAM.NS,TVSMOTOR.NS,0.8075,positive
ULTRACEMCO.NS,TATAPOWER.NS,0.8074,positive
AUROPHARMA.NS,NAUKRI.NS,0.8073,positive
MGL.NS,BHEL.NS,0.8073,positive
GRANULES.NS,CUMMINSIND.NS,0.8073,positive
TVSMOTOR.NS,VOLTAS.NS,0.8073,positive
DRREDDY.NS,COLPAL.NS,0.8072,positive
POLYCAB.NS,BOSCHLTD.NS,0.8071,positive
RELIANCE.NS,MRF.NS,0.807,positive
BAJAJFINSV.NS,BAJFINANCE.NS,0.8068,positive
HCLTECH.NS,SHRIRAMFIN.NS,0.8068,positive
TVSMOTOR.NS,DIVISLAB.NS,0.8067,positive
EICHERMOT.NS,OBEROIRLTY.NS,0.8067,positive
CONCOR.NS,IDEA.NS,0.8066,positive
TECHM.NS,HINDPETRO.NS,0.8066,positive
UBL.NS,PERSISTENT.NS,0.8066,positive
HAVELLS.NS,ADANIPORTS.NS,0.8065,positive
SUNPHARMA.NS,DIVISLAB.NS,0.8064,positive
MRF.NS,INTELLECT.NS,0.8063,positive
HDFCBANK.NS,JUBLFOOD.NS,0.8062,positive
MGL.NS,TATAPOWER.NS,0.8062,positive
CHOLAFIN.NS,TVSMOTOR.NS,0.806,positive
JUBLFOOD.NS,BALRAMCHIN.NS,0.8059,positive
BIOCON.NS,BOSCHLTD.NS,0.8058,positive
KOTAKBANK.NS,SRF.NS,0.8058,positive
ONGC.NS,TATAMOTORS.NS,0.8058,positive
LT.NS,BANKBARODA.NS,0.8057,positive
HINDALCO.NS,ASHOKLEY.NS,0.8055,positive
BANKBARODA.NS,ONGC.NS,0.8055,positive
HINDALCO.NS,NMDC.NS,0.8055,positive
PIDILITIND.NS,OBEROIRLTY.NS,0.8055,positive
IEX.NS,BAJAJ-AUTO.NS,0.8054,positive
LAURUSLABS.NS,BEL.NS,0.8051,positive
PETRONET.NS,PERSISTENT.NS,0.8051,positive
ULTRACEMCO.NS,WIPRO.NS,0.8051,positive
JUBLFOOD.NS,BHARTIARTL.NS,0.805,positive
ICICIBANK.NS,JUBLFOOD.NS,0.8048,positive
SBILIFE.NS,GRASIM.NS,0.8044,positive
PAGEIND.NS,PERSISTENT.NS,0.8044,positive
PAGEIND.NS,ICICIBANK.NS,0.8042,positive
MFSL.NS,LAURUSLABS.NS,0.8042,positive
CHOLAFIN.NS,BEL.NS,0.8041,positive
HCLTECH.NS,M&M.NS,0.8041,positive
ICICIBANK.NS,MANAPPURAM.NS,0.8041,positive
TATASTEEL.NS,POWERGRID.NS,0.8041,positive
NMDC.NS,CUMMINSIND.NS,0.804,positive
SBIN.NS,HEROMOTOCO.NS,0.804,positive
ITC.NS,HINDUNILVR.NS,0.804,positive
WIPRO.NS,M&M.NS,0.804,positive
TATACONSUM.NS,MGL.NS,0.804,positive
IEX.NS,INDIACEM.NS,0.8039,positive
TATASTEEL.NS,LICI.NS,0.8039,positive
OBEROIRLTY.NS,BHARTIARTL.NS,0.8038,positive
HINDALCO.NS,OFSS.NS,0.8038,positive
POWERGRID.NS,HINDCOPPER.NS,0.8038,positive
MGL.NS,CUMMINSIND.NS,0.8037,positive
BHARATFORG.NS,TATAPOWER.NS,0.8036,positive
ICICIPRULI.NS,METROPOLIS.NS,0.8036,positive
GODREJCP.NS,TATAMOTORS.NS,0.8035,positive
IEX.NS,VOLTAS.NS,0.8035,positive
UBL.NS,MARICO.NS,0.8035,positive
SHRIRAMFIN.NS,GAIL.NS,0.8032,positive
SAIL.NS,CUMMINSIND.NS,0.803,positive
JUBLFOOD.NS,INDHOTEL.NS,0.803,positive
JUBLFOOD.NS,GLENMARK.NS,0.8029,positive
MFSL.NS,SHRIRAMFIN.NS,0.8029,positive
MARUTI.NS,ADANIPORTS.NS,0.8028,positive
LALPATHLAB.NS,SUNTV.NS,0.8028,positive
LT.NS,SBIN.NS,0.8028,positive
HINDALCO.NS,COLPAL.NS,0.8027,positive
ICICIPRULI.NS,GLENMARK.NS,0.8027,positive
SAIL.NS,ONGC.NS,0.8027,positive
VOLTAS.NS,SIEMENS.NS,0.8027,positive
CHOLAFIN.NS,EICHERMOT.NS,0.8026,positive
HDFCBANK.NS,CUB.NS,0.8026,positive
CUB.NS,TECHM.NS,0.8026,positive
WIPRO.NS,TRENT.NS,0.8026,positive
APOLLOHOSP.NS,MUTHOOTFIN.NS,0.8025,positive
ASHOKLEY.NS,OFSS.NS,0.8025,positive
IRCTC.NS,COALINDIA.NS,0.8024,positive
NTPC.NS,GLENMARK.NS,0.8024,positive
SHRIRAMFIN.NS,BAJAJ-AUTO.NS,0.8023,positive
DLF.NS,HINDPETRO.NS,0.8022,positive
GUJGASLTD.NS,IOC.NS,0.8022,positive
